0,1,Cluster_Label,Mapped_Label
0.8368568407639814,2.1363593767535285,0,Group_A
-1.4136580954824844,7.409623236133461,1,Group_B
1.1552129830701285,5.0996188654606085,3,Group_D
-1.0186163167387894,7.814914647322421,1,Group_B
1.2713514103916879,1.8925420677088496,0,Group_A
3.437617540043243,0.2616541663050085,0,Group_A
-1.8082225260019826,1.597017490032788,2,Group_C
1.4137244158530171,4.381177073902836,3,Group_D
-0.20493216827344374,8.432096650430893,1,Group_B
-0.7110996110121923,8.660438455477388,1,Group_B
-1.7123726800849306,2.7778022644069074,2,Group_C
-2.6700079178821117,8.353891395940183,1,Group_B
1.2425880181937505,4.50399192387295,3,Group_D
-2.2278364904868475,6.894799381056522,1,Group_B
1.455138312999139,-0.029198998128630027,0,Group_A
0.45379178903736606,3.956477528589741,3,Group_D
1.0692385339646449,4.530684839209695,3,Group_D
2.5693658885744926,0.5070483039578487,0,Group_A
-1.0669061042348538,3.131657951816496,2,Group_C
-1.0785910126991263,2.204515288210881,2,Group_C
2.715063278965146,1.2908218983714956,0,Group_A
1.7771099366452214,1.1865525442020142,0,Group_A
0.7343639103625873,5.0372543696778465,3,Group_D
-1.9964815067184205,2.85164868191699,2,Group_C
-1.9182801731829169,2.6051686739524564,2,Group_C
-0.5555238109539522,4.695958484712606,3,Group_D
1.6974790983625732,0.866123282176209,0,Group_A
0.5947624315191664,4.70964730441629,3,Group_D
-2.880242550863219,2.3043781551517606,2,Group_C
0.18672563223958238,4.026836564559565,3,Group_D
-0.5133334362299544,7.87437367944774,1,Group_B
-2.0570110283236227,7.3785159826876585,1,Group_B
1.8727175224410586,4.180692369188909,3,Group_D
-1.1312139564553216,6.766522302218239,1,Group_B
-1.6442895668266,7.940951387619211,1,Group_B
-2.419338235635111,7.439524977803895,1,Group_B
-2.016069278668694,7.48420129307493,1,Group_B
-2.6214277987548673,7.986350664654516,1,Group_B
-2.2029994984759513,2.479475609614228,2,Group_C
1.663822372000666,0.6630916348253761,0,Group_A
0.6697869960051712,3.5954080169749427,3,Group_D
-1.9853903675657711,2.0552073770521755,2,Group_C
-0.04749203582851247,5.474252564587464,3,Group_D
1.5446212592107438,4.2107812715938895,3,Group_D
-1.702006430870623,2.460986934246149,2,Group_C
-1.0219252547777236,2.7682071132365533,2,Group_C
-1.3784255167081396,8.102695966178473,1,Group_B
-1.5522068839962528,2.745749945899178,2,Group_C
-1.479043028631661,7.569158359748475,1,Group_B
1.9889431270933944,1.5097672869674166,0,Group_A
-1.9497241787356456,3.4838386963148196,2,Group_C
2.4550973706520267,0.6212317875048049,0,Group_A
-0.8943278823054386,7.61714472965912,1,Group_B
1.6968778800536604,0.7549106220963326,0,Group_A
1.756448051017495,2.0553828922281285,0,Group_A
-1.1106401216078259,2.8221381984453626,2,Group_C
-0.04150176586826815,7.80870275976808,1,Group_B
-1.1409153341841487,1.975508216153051,2,Group_C
-1.806349676260743,7.728306560389196,1,Group_B
1.3926375177758077,0.9289627074945215,0,Group_A
-2.25698670404281,7.302077200784324,1,Group_B
0.5716704821520695,4.322885662413,3,Group_D
-1.549945795131673,9.282932223367844,1,Group_B
-1.0381921197291857,2.953237614842101,2,Group_C
-2.109566755488596,3.1067725840426172,2,Group_C
-1.1865298465103038,2.78427720102403,2,Group_C
-2.4580997514260066,7.511787235616893,1,Group_B
2.3696021357334014,0.9507169121647336,0,Group_A
-2.666760065030858,7.84766052466474,1,Group_B
-1.497207024231851,3.2141843271016968,2,Group_C
1.3222245685154597,4.178808074101593,3,Group_D
-0.4872713010704255,3.328582925448637,2,Group_C
-1.0371877083373353,8.063001335762946,1,Group_B
-1.6049681857381277,2.974254198964464,2,Group_C
-1.5037256821177925,1.9238531999399506,2,Group_C
-0.785412205540043,8.453123312911254,1,Group_B
-1.7578318987306707,2.9744932149233674,2,Group_C
1.1900899168511363,4.727731228363559,3,Group_D
2.1404394194253458,0.7060666096508798,0,Group_A
-1.0354011588782195,8.205591948277561,1,Group_B
1.254712438591226,0.08963315645940362,0,Group_A
0.595676822337917,4.086142627856107,3,Group_D
1.2795533755988089,1.0578941815474465,0,Group_A
1.7295506358228474,1.1472936876947921,0,Group_A
-0.9490416098002538,8.464243309222425,1,Group_B
0.9353251153517164,5.33179296043801,3,Group_D
2.36923351775193,0.794735861204588,0,Group_A
0.42857674327999995,4.973997100305902,3,Group_D
-2.0475827675028513,6.654285201769982,1,Group_B
-1.4567261662452882,7.486698929525399,1,Group_B
0.5294171853174312,3.8079242042529815,3,Group_D
1.781948019322472,0.9081511553529709,0,Group_A
-1.955750533128763,8.61631685864045,1,Group_B
-1.7457201398569167,3.0119045744965414,2,Group_C
-1.1797911145845783,3.127674935529027,2,Group_C
1.1641106995370358,3.791329883867355,3,Group_D
1.3615580623397303,1.3663825209639329,0,Group_A
2.601374866288433,1.087994589052718,0,Group_A
0.2723960354779992,5.469960038837965,3,Group_D
-3.12240735601995,3.281673975948751,2,Group_C
-0.588085171813926,8.614273199037326,1,Group_B
1.6690964797331436,-0.43637823139671905,0,Group_A
-0.682774903213914,7.674903167900386,1,Group_B
2.367906447304533,0.5521908780500973,0,Group_A
1.0524173341686671,4.544980945515211,3,Group_D
2.2270737347682457,1.2629699606232072,0,Group_A
2.4393464370914333,-0.0725099666485638,0,Group_A
1.3447177007541433,4.857111330388306,3,Group_D
-1.3145494177857069,6.839040128520036,1,Group_B
0.9825700909789874,5.375309623791891,3,Group_D
-1.0629522267803457,2.207553877217132,2,Group_C
-1.6071249490229689,3.5645285449188804,2,Group_C
1.5732217229285732,0.48393379328781655,0,Group_A
-2.1785133817962388,8.085851308260695,1,Group_B
1.8337584186674118,0.754036153392381,0,Group_A
2.1061604967802476,3.4951318907629223,3,Group_D
-1.6433875548291526,7.526919636077601,1,Group_B
1.1055044830318288,1.2638912874022599,0,Group_A
1.6115297235980899,1.8234724171819783,0,Group_A
0.45953466751367356,5.44982629930781,3,Group_D
-0.5380230538973697,3.016418914625523,2,Group_C
1.6784149856479307,0.6090473888614643,0,Group_A
-1.0121496586465035,3.602543381327667,2,Group_C
1.3419519667624606,0.5935738473587243,0,Group_A
1.4281155017447051,1.6243508337475574,0,Group_A
2.0450552731160134,1.125154701270986,0,Group_A
1.6728053061015404,0.6593005713406582,0,Group_A
-1.3586389900321278,2.3220080947753745,2,Group_C
1.130789312766103,0.9356208564581359,0,Group_A
-1.738963062476225,1.9479977481425033,2,Group_C
-0.3402589252022272,8.167339254166144,1,Group_B
-1.6379362158275104,2.4332931687633095,2,Group_C
-1.6875441353582852,2.2410754624511187,2,Group_C
2.4304063920491905,-0.06357093342611164,0,Group_A
-1.379980391744878,7.185038043238434,1,Group_B
-1.252454649489311,2.3391150530928857,2,Group_C
-2.394824832959938,3.3980610309371393,2,Group_C
-2.0918335245068898,7.48142542811987,1,Group_B
0.4883823093198226,3.268017766049384,3,Group_D
-0.5394286139731788,7.456317760838494,1,Group_B
-2.592018209943192,8.076359448695767,1,Group_B
-1.0465651311633073,2.9648383664301194,2,Group_C
1.255667542384771,3.382041115682056,3,Group_D
-1.621504222920195,4.271916359712049,2,Group_C
1.869221394823855,5.44132083306674,3,Group_D
-1.764041402814518,2.222229951493175,2,Group_C
-1.3818191833151425,7.287612484816516,1,Group_B
0.00793137001172417,4.1761431593200085,3,Group_D
-1.1029849981550766,7.302227861229416,1,Group_B
-1.793513722321582,7.580869443054853,1,Group_B
-1.511769487827439,7.944263073172287,1,Group_B
0.9593607415433021,4.56078644976664,3,Group_D
-0.6013373925176075,6.299949215835136,1,Group_B
0.22459286251653932,4.770281540947536,3,Group_D
1.5672489659103563,0.017809063256428503,0,Group_A
-1.033952585992028,2.9210578491127395,2,Group_C
-0.9222686399136384,8.09888579024482,1,Group_B
-1.886096375375697,2.248344069756886,2,Group_C
1.868735818413795,0.9561037596992069,0,Group_A
1.1012350653926113,4.889770749338617,3,Group_D
-1.9321372480022148,8.306434528385894,1,Group_B
0.670478769495503,4.0409427464816785,3,Group_D
0.7438739881017237,4.122405677103188,3,Group_D
1.6400376127622431,1.8194898924854155,0,Group_A
0.8154680559756669,4.785261164926227,3,Group_D
-2.6327457433158945,2.6310978589088307,2,Group_C
-0.9610763608283948,1.274075961019389,2,Group_C
0.2139790794550549,4.885425352343197,3,Group_D
1.4347218163621993,1.306620370906913,0,Group_A
1.2138741061434821,3.6479504222100867,3,Group_D
1.0827257638987469,4.0627187657234325,3,Group_D
-1.2260523416000606,8.296201460281216,1,Group_B
1.4817005211372116,0.690074594518305,0,Group_A
1.8959376071615694,5.185402589388561,3,Group_D
-1.3235615380923387,4.130508398224001,2,Group_C
-1.1498986312745982,7.893252829194312,1,Group_B
2.469158420153751,1.6787713976769358,0,Group_A
2.3110227598997386,1.3038084809560841,0,Group_A
0.5727938098809244,4.088055430524065,3,Group_D
-0.9677949887533233,3.12186125161388,2,Group_C
2.6249200055883346,0.9501944047690514,0,Group_A
1.6835378212422856,4.19583242596098,3,Group_D
-2.2213171687364177,2.7305069106577067,2,Group_C
-1.5784624734048731,3.034458024160586,2,Group_C
0.0815155229231318,4.567422348207112,3,Group_D
1.4328927136346912,4.376792337344087,3,Group_D
1.0626962212430218,5.176351431626175,3,Group_D
0.7675227889508035,4.397596708910778,3,Group_D
2.47019077207499,1.3145131461315405,0,Group_A
-1.7316316792697708,7.164472861048615,1,Group_B
0.34713829950623953,3.451776565141005,3,Group_D
-1.0014043562695067,2.8488177802407866,2,Group_C
1.0161804119763957,4.485270466092259,3,Group_D
0.5595293627076758,4.2140066032517876,3,Group_D
-2.1182104558323958,2.034781256854971,2,Group_C
-1.3621941985875416,2.383333211535806,2,Group_C
-2.7836658559455922,2.9921154098732266,2,Group_C
1.6522516318103992,3.655828422430336,3,Group_D
-1.9396065798391149,2.1894358194766506,2,Group_C
-1.8148768692407264,7.978321904340981,1,Group_B
1.2021253972398727,3.6441468530978733,3,Group_D
-0.9692009463341885,3.267217016171877,2,Group_C
1.8698597400046046,-0.10793862386004904,0,Group_A
-1.8070113408535629,2.067738593457367,2,Group_C
1.2176750632530244,3.892901272884202,3,Group_D
-1.4836891736359323,6.007774182761638,1,Group_B
-1.5638798544792938,2.853499095558418,2,Group_C
-0.686210296624996,8.68285663926406,1,Group_B
1.0762741757700125,4.684806189583654,3,Group_D
-0.9759866271647398,6.737615769038875,1,Group_B
1.3796469327539564,4.548264429193056,3,Group_D
-1.641296109370745,2.680972552913053,2,Group_C
-0.0018489296331316574,4.581456680763854,3,Group_D
1.7144444869831275,5.025215236719037,3,Group_D
-1.4052430421726907,7.726113145367628,1,Group_B
-0.7081849043604226,2.5042127506031604,2,Group_C
-0.8857983736323,2.64585077902229,2,Group_C
1.9843690943557362,0.48955673753982665,0,Group_A
2.951958248127699,-0.34432735507018264,0,Group_A
0.43189105991654975,4.334954564926074,3,Group_D
-1.8662169447315362,7.625493996888132,1,Group_B
2.5270642986982637,0.617812201896371,0,Group_A
2.0406718467935168,0.45484511441452363,0,Group_A
-2.5804383632845367,3.1884429384166717,2,Group_C
1.6199090943547274,0.06764528670090364,0,Group_A
-2.588027083628124,3.131171336979384,2,Group_C
0.44359862996842747,3.1153094465140336,3,Group_D
-0.4567736489652049,7.306008724511643,1,Group_B
-1.1286756566082712,7.8050978910645945,1,Group_B
2.130035294434726,5.1920962023090445,3,Group_D
1.0037251889273626,4.19147701743289,3,Group_D
-1.393467672668282,8.746416717855018,1,Group_B
0.7280986900906466,3.8553144405839355,3,Group_D
0.8934996379249738,1.010930818014234,0,Group_A
-1.1078297237575039,2.920144794784884,2,Group_C
0.7893385592700715,4.3374865327862375,3,Group_D
1.9755391748807045,0.7189891322968999,0,Group_A
-1.2490258156307412,3.085339719968595,2,Group_C
-1.0776879722618216,8.881061284034972,1,Group_B
-1.8684912453040163,3.0798248742975796,2,Group_C
2.768085396844259,1.0878292270928467,0,Group_A
0.2771801740764812,4.844283219620902,3,Group_D
3.410852891847389,0.8723093689415512,0,Group_A
-1.5808415506889308,7.5530774207487195,1,Group_B
-1.5302755043666751,7.705421133296271,1,Group_B
-1.824558403726039,7.359589598016991,1,Group_B
-1.6856825700229676,7.953394456078865,1,Group_B
-1.6510462189202884,3.445989608581592,2,Group_C
-1.3044090124532441,3.003119344445464,2,Group_C
-0.7306981679490796,6.242088559856635,1,Group_B
2.40615694346486,4.8704750196426385,3,Group_D
-1.5363132801834383,3.0144391623120566,2,Group_C
1.4885997678819276,0.6516338440164078,0,Group_A
0.5143204338793053,4.62733684222348,3,Group_D
-1.814697501626674,3.29009724033923,2,Group_C
-1.9373105518642353,3.913612739047046,2,Group_C
-0.6149070967624418,3.9496358457828395,2,Group_C
2.0316978304963804,0.1968075612932184,0,Group_A
2.1491714442121035,1.0369722816581022,0,Group_A
-1.3699938792061506,7.769530348056006,1,Group_B
0.9143387674703604,4.550146428611414,3,Group_D
0.33381850564016957,4.936458363607072,3,Group_D
-2.1596810916129137,3.4100309637279316,2,Group_C
1.3667863299862164,0.6349716330912765,0,Group_A
-0.5710993360374091,8.133060583447971,1,Group_B
-1.0055259210838283,3.0840054048407994,2,Group_C
1.4949317978621983,3.858488315204525,3,Group_D
-0.5904476673466711,7.694930534834872,1,Group_B
0.7151779475135126,5.413345564535995,3,Group_D
2.113902502061791,1.247435867789913,0,Group_A
1.2008309760433589,0.6016717299206205,0,Group_A
-2.5457675048812582,3.150250546570161,2,Group_C
-1.9586666463529812,2.4300864682006766,2,Group_C
2.3381228529390596,3.431167922689131,3,Group_D
3.3532090910012915,1.6995804295997718,0,Group_A
1.8428711746807875,0.07269288388712558,0,Group_A
1.3200062101347771,1.404281445778865,0,Group_A
2.096805454802437,4.847414122413621,3,Group_D
-1.2430790353956045,8.15166254071439,1,Group_B
-1.859080899918569,7.788747162077084,1,Group_B
2.74666646030275,1.5454348151600295,0,Group_A
2.6077828157013694,1.0889002517037496,0,Group_A
1.6599104892724754,3.5628918352361985,3,Group_D
2.351512587842391,0.8280012965173169,0,Group_A
2.223222280858821,0.8387734261521621,0,Group_A
3.2288149063832945,1.1317196535506926,0,Group_A
-1.5587672002523922,7.248162100026332,1,Group_B
-0.6469567838773989,3.429413425009862,2,Group_C
-1.3268881816709976,8.515307943377428,1,Group_B
0.9171985638912357,3.9057003556311254,3,Group_D
2.294695328816956,-0.7658919939180533,0,Group_A
1.815598103875153,1.119697192646448,0,Group_A
-1.120167745400049,7.1103158234016615,1,Group_B
-1.6550712436848205,8.614167490032253,1,Group_B
-1.2756781511422912,7.967764609095898,1,Group_B
1.9736977010258854,1.579798477499554,0,Group_A
2.518341852161078,1.3917661523161757,0,Group_A
0.4389901418302897,4.535928826163947,3,Group_D
0.36947865679199743,7.791105215873345,1,Group_B
-1.7914575925974603,2.7496689642224172,2,Group_C
